student_interest,student_country,student_language,student_target_degree,student_current_degree,student_gpa,student_lang_level,student_ielts,student_budget,student_study_mode,student_needs_scholarship,program_category,program_country,program_degree,program_tuition,program_language,program_study_mode,program_min_gpa,program_min_lang,program_min_ielts,program_scholarship,gpa_diff,budget_diff,lang_diff,ielts_diff,country_match,field_match,field_proximity,degree_compatible,study_mode_match,scholarship_match,match_score
MEDICINE,Spain,French,BACHELOR,BACHELOR,11.7,4,6.3,5000,ON_CAMPUS,1,DESIGN,Latvia,BACHELOR,3500,English,ON_CAMPUS,0.0,3,6.0,0,0.0,1500,1,0.3,0,0,0.0,0,1,0,0.0352198524929271
ARTIFICIAL_INTELLIGENCE,ANY,French,MASTER,BACHELOR,13.7,6,8.4,5000,ON_CAMPUS,0,DESIGN,Spain,BACHELOR,5900,English,ON_CAMPUS,0.0,4,6.5,1,0.0,-900,2,1.9,1,0,0.0,0,1,0,0.06742665595075548
BUSINESS,ANY,English,BACHELOR,PHD,8.7,4,5.9,5000,ON_CAMPUS,1,EDUCATION,Spain,BACHELOR,2700,English,BLENDED,0.0,3,6.0,0,0.0,2300,1,-0.1,1,0,0.0,0,0,0,0.045723582864157765
MEDICINE,Netherlands,French,BACHELOR,HIGH_SCHOOL,0.0,3,4.8,10000,ON_CAMPUS,0,HOSPITALITY,Netherlands,PHD,8300,German,ON_CAMPUS,13.0,4,6.0,1,0.0,1700,-1,-1.2,1,0,0.0,0,1,0,0.04161620478721758
LAW,ANY,English,MASTER,BACHELOR,13.5,4,5.9,6000,ON_CAMPUS,0,LAW,Latvia,DIPLOMA,5200,English,ON_CAMPUS,0.0,4,6.0,0,0.0,800,0,-0.1,1,1,1.0,1,1,0,0.794
LAW,ANY,English,BACHELOR,HIGH_SCHOOL,0.0,4,5.6,7000,ON_CAMPUS,0,DATA_SCIENCE,Netherlands,CERTIFICATE,4800,English,DISTANCE,0.0,3,5.0,0,0.0,2200,1,0.6,1,0,0.0,1,0,0,0.5982
OTHER,Netherlands,ANY,MASTER_OF_ARTS,BACHELOR,10.6,4,6.5,3000,BLENDED,0,DESIGN,France,BACHELOR,3200,English,DISTANCE,0.0,3,6.0,0,0.0,-200,1,0.5,0,0,0.0,0,0,0,0.07190240277612792
OTHER,ANY,French,MASTER,BACHELOR,11.0,3,5.0,8000,ON_CAMPUS,0,COMMUNICATION,Germany,PHD,8500,English,DISTANCE,14.0,6,5.5,1,-3.0,-500,-3,-0.5,1,0,0.0,0,0,0,0.08580405285641624
DATA_SCIENCE,Italy,English,PHD,MASTER,10.7,5,7.0,12000,ON_CAMPUS,1,COMMUNICATION,Italy,MASTER,6600,English,DISTANCE,10.0,4,5.0,0,0.7,5400,1,2.0,1,0,0.0,0,0,0,0.031338695766738395
ARTIFICIAL_INTELLIGENCE,Latvia,German,MASTER,BACHELOR,14.1,4,6.1,3000,ON_CAMPUS,0,LAW,France,BACHELOR,3900,English,DISTANCE,0.0,4,6.0,0,0.0,-900,0,0.1,0,0,0.0,0,0,0,0.10965369435518277
LAW,Latvia,English,MASTER,HIGH_SCHOOL,0.0,4,6.1,5000,BLENDED,0,FINANCE,Germany,MASTER_OF_ARTS,7700,German,ON_CAMPUS,11.0,4,6.0,1,0.0,-2700,0,0.1,0,0,0.0,0,0,0,0.046366418056320594
MARKETING,ANY,French,BACHELOR,BACHELOR,11.2,3,4.5,5000,ON_CAMPUS,0,COMMUNICATION,Netherlands,BACHELOR,4500,English,BLENDED,0.0,4,7.0,1,0.0,500,-1,-2.5,1,0,0.7,0,0,0,0.06433636808288154
FINANCE,Netherlands,French,DIPLOMA,HIGH_SCHOOL,0.0,3,5.3,4000,ON_CAMPUS,1,DESIGN,Italy,MASTER,9200,French,ON_CAMPUS,10.0,4,7.0,0,0.0,-5200,-1,-1.7,0,0,0.0,0,1,0,0.05693004825114819
ENGINEERING,Poland,English,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,4,6.2,3000,ON_CAMPUS,0,LAW,Poland,BACHELOR,5200,English,BLENDED,0.0,3,7.0,0,0.0,-2200,1,-0.8,1,0,0.0,1,0,0,0.6679
MARKETING,ANY,French,BACHELOR,BACHELOR,9.0,2,3.8,6000,ON_CAMPUS,0,ARCHITECTURE,Poland,CERTIFICATE,4500,English,ON_CAMPUS,0.0,3,6.5,1,0.0,1500,-1,-2.7,1,0,0.0,1,1,0,0.5116
MARKETING,ANY,French,BACHELOR,MASTER,11.4,3,5.0,6000,BLENDED,1,OTHER,Latvia,MASTER,3000,German,DISTANCE,12.0,4,7.0,1,-0.6,3000,-1,-2.0,1,0,0.0,0,0,1,0.03371909037786874
LAW,ANY,French,DIPLOMA,HIGH_SCHOOL,0.0,1,3.1,6000,DISTANCE,0,PSYCHOLOGY,Spain,MASTER,5900,English,ON_CAMPUS,12.0,5,6.0,0,0.0,100,-4,-2.9,1,0,0.0,0,0,0,0.06332334171873755
MEDICINE,Germany,ANY,MASTER,BACHELOR,15.4,5,6.4,12000,DISTANCE,1,OTHER,Italy,BACHELOR,7100,English,ON_CAMPUS,0.0,4,6.0,1,0.0,4900,1,0.4,0,0,0.0,0,0,1,0.0
DESIGN,Latvia,English,MASTER,BACHELOR,12.2,4,6.2,3000,DISTANCE,0,COMMUNICATION,France,MASTER,9800,French,BLENDED,12.0,4,6.0,0,0.2,-6800,0,0.2,0,0,0.3,1,0,0,0.3332
ARCHITECTURE,Poland,German,BACHELOR,HIGH_SCHOOL,0.0,2,4.2,6000,BLENDED,0,BUSINESS,France,MBA,12500,English,ON_CAMPUS,10.0,5,5.0,0,0.0,-6500,-3,-0.8,0,0,0.0,0,0,0,0.04675695973809392
MARKETING,Spain,English,MASTER_OF_ARTS,BACHELOR,12.1,4,6.2,4000,ON_CAMPUS,1,FINANCE,Poland,MASTER,2700,French,DISTANCE,11.0,4,7.0,0,1.1,1300,0,-0.8,0,0,0.0,1,0,0,0.3757
MEDICINE,ANY,English,MASTER,MASTER,10.7,5,6.6,4000,ON_CAMPUS,1,PSYCHOLOGY,France,BACHELOR,6700,English,ON_CAMPUS,0.0,4,5.5,0,0.0,-2700,1,1.1,1,0,0.4,0,1,0,0.08154198932764947
ARCHITECTURE,Spain,English,MASTER_OF_ARTS,BACHELOR,11.3,5,6.8,4000,BLENDED,1,DATA_SCIENCE,Germany,BACHELOR,4100,English,BLENDED,0.0,3,6.5,1,0.0,-100,2,0.3,0,0,0.0,0,1,1,0.06394884936518291
DESIGN,Italy,English,MASTER,BACHELOR,13.6,3,4.9,4000,ON_CAMPUS,0,MEDICINE,Turkey,PHD,3300,English,ON_CAMPUS,13.0,4,6.0,0,0.6,700,-1,-1.1,0,0,0.0,0,1,0,0.03257068957776063
COMPUTER_SCIENCE,Germany,ANY,MASTER,MASTER,14.7,4,6.0,7000,BLENDED,1,DATA_SCIENCE,Latvia,MASTER,4200,French,DISTANCE,12.0,4,6.0,0,2.7,2800,0,0.0,0,0,0.7,0,0,0,0.027406652594080653
HOSPITALITY,Germany,English,MASTER,HIGH_SCHOOL,0.0,3,5.0,5000,ON_CAMPUS,1,ENGINEERING,France,BACHELOR,6800,English,ON_CAMPUS,0.0,4,6.5,0,0.0,-1800,-1,-1.5,0,0,0.0,1,1,0,0.4766
MARKETING,Poland,ANY,MASTER,MASTER,14.4,4,6.1,6000,ON_CAMPUS,0,ENGINEERING,Spain,MASTER,7700,English,ON_CAMPUS,12.0,4,6.0,0,2.4,-1700,0,0.1,0,0,0.0,0,1,0,0.06486711569124301
HOSPITALITY,ANY,ANY,BACHELOR,BACHELOR,16.8,4,5.6,12000,BLENDED,0,LAW,France,MASTER,4800,English,ON_CAMPUS,11.0,3,6.5,1,5.8,7200,1,-0.9,1,0,0.0,1,0,0,0.6824
COMPUTER_SCIENCE,Germany,French,MASTER,HIGH_SCHOOL,0.0,5,7.1,8000,BLENDED,0,COMPUTER_SCIENCE,Italy,MASTER_OF_SCIENCE,9800,French,ON_CAMPUS,12.0,4,6.0,0,0.0,-1800,1,1.1,0,1,1.0,0,0,0,0.04472111862290465
COMPUTER_SCIENCE,ANY,ANY,MASTER_OF_ARTS,MASTER,14.9,1,3.0,8000,ON_CAMPUS,0,EDUCATION,Netherlands,MBA,6700,English,DISTANCE,13.0,4,6.5,0,1.9,1300,-3,-3.5,1,0,0.0,1,0,0,0.4844
OTHER,Netherlands,German,PHD,MASTER,8.0,5,6.4,4000,ON_CAMPUS,0,HOSPITALITY,Spain,DIPLOMA,10500,English,DISTANCE,0.0,3,5.5,1,0.0,-6500,2,0.9,0,0,0.0,1,0,0,0.3175
DESIGN,ANY,English,MASTER,HIGH_SCHOOL,0.0,4,6.0,4000,BLENDED,0,COMMUNICATION,Netherlands,BACHELOR,4800,English,ON_CAMPUS,0.0,4,5.5,0,0.0,-800,0,0.5,1,0,0.3,1,0,0,0.6589
ARTIFICIAL_INTELLIGENCE,ANY,French,BACHELOR,BACHELOR,16.3,6,8.2,5000,DISTANCE,0,BUSINESS,Latvia,BACHELOR,6000,English,ON_CAMPUS,0.0,3,5.5,0,0.0,-1000,3,2.7,1,0,0.0,0,0,0,0.0012294243620405293
EDUCATION,ANY,French,BACHELOR,HIGH_SCHOOL,0.0,3,5.3,5000,BLENDED,1,COMPUTER_SCIENCE,Turkey,BACHELOR,6200,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-1200,-1,-0.7,1,0,0.0,1,0,0,0.4776
OTHER,Germany,German,MASTER_OF_ARTS,BACHELOR,15.5,3,5.5,4000,ON_CAMPUS,1,FINANCE,Italy,DIPLOMA,6400,English,BLENDED,0.0,4,6.0,1,0.0,-2400,-1,-0.5,0,0,0.0,1,0,1,0.3463
OTHER,ANY,English,DIPLOMA,PHD,14.4,4,6.0,12000,ON_CAMPUS,1,ENGINEERING,Italy,CERTIFICATE,4700,English,DISTANCE,0.0,4,5.5,0,0.0,7300,0,0.5,1,0,0.0,1,0,0,0.722
COMMUNICATION,Netherlands,French,BACHELOR,BACHELOR,15.2,3,4.3,5000,ON_CAMPUS,1,FINANCE,Poland,CERTIFICATE,1300,German,ON_CAMPUS,0.0,4,5.0,1,0.0,3700,-1,-0.7,0,0,0.0,1,1,1,0.4361
MEDICINE,Germany,English,DIPLOMA,BACHELOR,14.2,3,4.8,7000,ON_CAMPUS,1,MEDICINE,Netherlands,MASTER_OF_ARTS,4700,English,ON_CAMPUS,12.0,4,7.0,0,2.2,2300,-1,-2.2,0,1,1.0,1,1,0,0.7909
LAW,ANY,English,MBA,BACHELOR,10.3,4,5.6,5000,ON_CAMPUS,0,LAW,Germany,MASTER_OF_ARTS,6200,English,ON_CAMPUS,11.0,4,5.5,0,-0.7,-1200,0,0.1,1,1,1.0,1,1,0,0.7905
COMMUNICATION,Italy,German,BACHELOR,HIGH_SCHOOL,0.0,4,5.4,5000,ON_CAMPUS,0,COMPUTER_SCIENCE,Italy,MASTER,7600,French,BLENDED,11.0,3,5.5,1,0.0,-2600,1,-0.1,1,0,0.0,0,0,0,0.0007019289628916667
EDUCATION,Turkey,ANY,PHD,HIGH_SCHOOL,0.0,3,4.9,5000,ON_CAMPUS,1,MEDICINE,Germany,BACHELOR,7800,English,BLENDED,0.0,4,6.0,0,0.0,-2800,-1,-1.1,0,0,0.0,1,0,0,0.411
ARCHITECTURE,Spain,French,BACHELOR,HIGH_SCHOOL,0.0,4,6.3,6000,ON_CAMPUS,1,COMMUNICATION,Italy,MASTER,3700,English,ON_CAMPUS,10.0,3,6.5,1,0.0,2300,1,-0.2,0,0,0.0,0,1,1,0.03262850820556589
DATA_SCIENCE,France,French,MASTER,PHD,11.5,5,6.9,4000,ON_CAMPUS,0,COMPUTER_SCIENCE,Netherlands,MASTER,2500,English,BLENDED,11.0,5,6.5,1,0.5,1500,0,0.4,0,0,0.7,0,0,0,0.02982621406447365
PSYCHOLOGY,Germany,English,BACHELOR,BACHELOR,10.7,3,5.2,7000,ON_CAMPUS,1,COMMUNICATION,Netherlands,MASTER,6000,French,ON_CAMPUS,13.0,4,5.5,0,-2.3,1000,-1,-0.3,0,0,0.3,1,1,0,0.4935
ARTIFICIAL_INTELLIGENCE,Netherlands,ANY,PHD,BACHELOR,12.2,4,5.7,5000,ON_CAMPUS,0,BUSINESS,Netherlands,MASTER,7800,English,DISTANCE,11.0,4,5.0,0,1.2,-2800,0,0.7,1,0,0.0,1,0,0,0.5924
LAW,Germany,English,PHD,BACHELOR,14.4,5,6.9,8000,ON_CAMPUS,1,PSYCHOLOGY,Poland,DIPLOMA,11400,English,ON_CAMPUS,0.0,4,7.0,1,0.0,-3400,1,-0.1,0,0,0.0,1,1,1,0.5267
COMPUTER_SCIENCE,Spain,English,MASTER,BACHELOR,13.6,5,6.6,8000,DISTANCE,0,MARKETING,Netherlands,BACHELOR,2500,French,DISTANCE,0.0,4,7.0,0,0.0,5500,1,-0.4,0,0,0.0,0,1,0,0.023412846999096123
ARCHITECTURE,Spain,German,MASTER,HIGH_SCHOOL,0.0,2,4.2,3000,BLENDED,1,MARKETING,Netherlands,DIPLOMA,17200,English,BLENDED,0.0,4,6.0,1,0.0,-14200,-2,-1.8,0,0,0.0,1,1,1,0.4385
DESIGN,ANY,English,MASTER,PHD,10.4,5,6.8,6000,ON_CAMPUS,0,COMPUTER_SCIENCE,France,DIPLOMA,5000,English,ON_CAMPUS,0.0,4,6.5,0,0.0,1000,1,0.3,1,0,0.0,1,1,0,0.7014
MARKETING,Italy,ANY,DIPLOMA,MASTER,13.0,5,7.2,5000,BLENDED,0,LAW,Latvia,BACHELOR,4600,English,ON_CAMPUS,0.0,4,7.0,0,0.0,400,1,0.2,0,0,0.0,0,0,0,0.029980851863692863
DATA_SCIENCE,France,French,MASTER,BACHELOR,12.4,5,7.2,3000,ON_CAMPUS,1,FINANCE,Italy,BACHELOR,4100,English,ON_CAMPUS,0.0,4,6.5,0,0.0,-1100,1,0.7,0,0,0.4,0,1,0,0.07465939244242382
COMPUTER_SCIENCE,Turkey,ANY,BACHELOR,PHD,14.3,3,5.0,5000,ON_CAMPUS,0,BUSINESS,Turkey,BACHELOR,4800,English,BLENDED,0.0,3,6.0,1,0.0,200,0,-1.0,1,0,0.0,0,0,0,0.04343524320957265
HOSPITALITY,Poland,English,MASTER,PHD,13.1,4,6.0,8000,DISTANCE,0,COMPUTER_SCIENCE,Netherlands,PHD,8400,English,BLENDED,15.0,5,6.0,1,-1.9,-400,-1,0.0,0,0,0.0,0,0,0,0.011560009094426595
FINANCE,ANY,ANY,DIPLOMA,HIGH_SCHOOL,0.0,3,4.7,6000,ON_CAMPUS,1,DATA_SCIENCE,Spain,BACHELOR,2800,English,DISTANCE,0.0,4,7.0,0,0.0,3200,-1,-2.3,1,0,0.4,1,0,0,0.5795
FINANCE,ANY,English,MASTER,HIGH_SCHOOL,0.0,4,5.9,3000,ON_CAMPUS,0,DESIGN,Latvia,CERTIFICATE,2100,German,ON_CAMPUS,0.0,4,6.5,0,0.0,900,0,-0.6,1,0,0.0,1,1,0,0.6199
FINANCE,Poland,English,MASTER,HIGH_SCHOOL,0.0,3,4.9,12000,DISTANCE,0,ARTS,Netherlands,BACHELOR,4600,French,ON_CAMPUS,0.0,4,5.0,0,0.0,7400,-1,-0.1,0,0,0.0,1,0,0,0.381
DATA_SCIENCE,Italy,ANY,MASTER,BACHELOR,13.4,4,6.0,10000,BLENDED,0,ARTIFICIAL_INTELLIGENCE,Germany,MASTER,4100,German,DISTANCE,10.0,4,5.5,1,3.4,5900,0,0.5,0,0,0.7,1,0,0,0.5418
MARKETING,Germany,English,MASTER,MASTER,15.9,5,6.9,6000,ON_CAMPUS,1,MEDICINE,Poland,MBA,10300,German,DISTANCE,11.0,4,6.5,1,4.9,-4300,1,0.4,0,0,0.0,1,0,1,0.4024
MARKETING,France,ANY,DIPLOMA,MASTER,11.5,5,6.4,12000,BLENDED,0,MEDICINE,France,BACHELOR,7300,German,ON_CAMPUS,0.0,4,6.0,0,0.0,4700,1,0.4,1,0,0.0,0,0,0,0.034542962990330675
ENGINEERING,Latvia,English,MASTER,BACHELOR,14.0,4,6.1,3000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,France,PHD,6300,German,ON_CAMPUS,13.0,5,6.0,0,1.0,-3300,-1,0.1,0,0,0.0,0,1,0,0.045862518768214865
LAW,Italy,French,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,3,5.2,8000,BLENDED,0,LAW,Germany,BACHELOR,7100,French,ON_CAMPUS,0.0,4,5.0,0,0.0,900,-1,0.2,0,1,1.0,1,0,0,0.7154
DATA_SCIENCE,ANY,French,PHD,MASTER,14.3,4,5.9,6000,ON_CAMPUS,1,EDUCATION,Italy,DIPLOMA,6500,English,ON_CAMPUS,0.0,3,5.5,0,0.0,-500,1,0.4,1,0,0.0,1,1,0,0.4828
LAW,Germany,English,MASTER,BACHELOR,15.7,4,6.3,10000,ON_CAMPUS,0,MEDICINE,Spain,MASTER,3700,French,ON_CAMPUS,10.0,3,6.5,1,5.7,6300,1,-0.2,0,0,0.0,1,1,0,0.4615
LAW,Turkey,French,MASTER,MASTER,12.6,2,4.4,3000,BLENDED,0,COMPUTER_SCIENCE,Spain,BACHELOR,6500,English,BLENDED,0.0,4,5.0,0,0.0,-3500,-2,-0.6,0,0,0.0,0,1,0,0.06125797282018016
DESIGN,Poland,English,MASTER,HIGH_SCHOOL,0.0,3,5.2,6000,ON_CAMPUS,1,FINANCE,Netherlands,MASTER,2900,German,BLENDED,12.0,4,6.5,1,0.0,3100,-1,-1.3,0,0,0.0,0,0,1,0.03542943668938696
ENGINEERING,Spain,English,MASTER,HIGH_SCHOOL,0.0,3,5.1,5000,ON_CAMPUS,0,ENGINEERING,Latvia,PHD,7300,English,DISTANCE,14.0,5,6.0,0,0.0,-2300,-2,-0.9,0,1,1.0,0,0,0,0.06119925210684713
FINANCE,ANY,English,DIPLOMA,HIGH_SCHOOL,0.0,4,6.3,12000,ON_CAMPUS,0,FINANCE,Netherlands,MASTER,8200,English,BLENDED,12.0,3,6.0,1,0.0,3800,1,0.3,1,1,1.0,0,0,0,0.05657436015972042
PSYCHOLOGY,Germany,English,MASTER_OF_SCIENCE,BACHELOR,13.3,6,7.9,7000,BLENDED,1,ARTIFICIAL_INTELLIGENCE,Spain,MASTER,6800,English,BLENDED,12.0,4,6.5,0,1.3,200,2,1.4,0,0,0.0,1,1,0,0.5272
PSYCHOLOGY,ANY,English,BACHELOR,BACHELOR,13.9,4,5.9,3000,BLENDED,0,ENGINEERING,Poland,MASTER,2900,French,ON_CAMPUS,12.0,4,5.5,1,1.9,100,0,0.4,1,0,0.0,1,0,0,0.5896
DESIGN,Germany,English,MBA,HIGH_SCHOOL,0.0,1,3.0,4000,ON_CAMPUS,0,MARKETING,Germany,DIPLOMA,8200,English,ON_CAMPUS,0.0,3,7.0,0,0.0,-4200,-2,-4.0,1,0,0.0,1,1,0,0.5631
PSYCHOLOGY,ANY,English,MBA,BACHELOR,13.6,6,7.7,5000,BLENDED,1,LAW,Turkey,MASTER,8900,English,BLENDED,11.0,4,6.0,0,2.6,-3900,2,1.7,1,0,0.0,1,1,0,0.6627
OTHER,France,German,MASTER,BACHELOR,11.4,4,5.9,4000,BLENDED,0,EDUCATION,Italy,DIPLOMA,6200,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-2200,0,-0.1,0,0,0.0,1,0,0,0.2887
COMMUNICATION,ANY,English,MASTER,BACHELOR,9.5,4,5.6,6000,ON_CAMPUS,1,MEDICINE,Netherlands,DIPLOMA,13300,English,BLENDED,0.0,3,5.5,0,0.0,-7300,1,0.1,1,0,0.0,1,0,0,0.5767
OTHER,Latvia,English,MASTER,BACHELOR,10.5,3,5.1,5000,ON_CAMPUS,1,COMPUTER_SCIENCE,Netherlands,CERTIFICATE,4900,English,BLENDED,0.0,3,6.0,1,0.0,100,0,-0.9,0,0,0.0,1,0,1,0.4836
DATA_SCIENCE,Turkey,English,MASTER,HIGH_SCHOOL,0.0,3,5.2,6000,DISTANCE,0,LAW,Netherlands,PHD,6400,German,ON_CAMPUS,14.0,5,5.5,1,0.0,-400,-2,-0.3,0,0,0.0,0,0,0,0.113854033055048
ARTS,Germany,English,MASTER,HIGH_SCHOOL,0.0,4,6.4,5000,ON_CAMPUS,0,OTHER,Italy,PHD,3800,English,DISTANCE,14.0,6,6.0,0,0.0,1200,-2,0.4,0,0,0.0,0,0,0,0.04009495812479508
EDUCATION,Spain,English,BACHELOR,BACHELOR,17.0,5,7.2,3000,BLENDED,1,LAW,Italy,DIPLOMA,11800,French,ON_CAMPUS,0.0,3,5.0,0,0.0,-8800,2,2.2,0,0,0.0,1,0,0,0.3884
MARKETING,Turkey,German,MASTER,BACHELOR,10.5,4,6.0,5000,ON_CAMPUS,1,ENGINEERING,Latvia,MASTER,7500,English,ON_CAMPUS,11.0,4,6.5,1,-0.5,-2500,0,-0.5,0,0,0.0,1,1,1,0.2901
MEDICINE,ANY,ANY,MASTER,MASTER,11.9,3,4.7,5000,ON_CAMPUS,0,PSYCHOLOGY,Netherlands,MASTER,6900,English,ON_CAMPUS,11.0,3,6.5,0,0.9,-1900,0,-1.8,1,0,0.4,0,1,0,0.0220502257160219
FINANCE,Poland,French,BACHELOR,BACHELOR,14.1,4,6.4,6000,ON_CAMPUS,1,ENGINEERING,France,MBA,11400,German,ON_CAMPUS,10.0,4,5.0,0,4.1,-5400,0,1.4,0,0,0.0,1,1,0,0.3201
ARTS,Spain,English,BACHELOR,BACHELOR,15.0,5,7.1,4000,DISTANCE,0,DESIGN,Turkey,MASTER,4900,French,BLENDED,13.0,4,6.5,0,2.0,-900,1,0.6,0,0,0.6,1,0,0,0.5376
FINANCE,Poland,English,MASTER,HIGH_SCHOOL,0.0,3,5.3,7000,DISTANCE,1,DATA_SCIENCE,Germany,MASTER,8200,English,ON_CAMPUS,12.0,5,6.0,0,0.0,-1200,-2,-0.7,0,0,0.4,0,0,0,0.09084870374926453
LAW,ANY,ANY,CERTIFICATE,MASTER,12.5,4,6.6,3000,ON_CAMPUS,0,DATA_SCIENCE,France,MASTER,5900,English,ON_CAMPUS,11.0,4,6.5,0,1.5,-2900,0,0.1,1,0,0.0,0,1,0,0.0502804152909719
HOSPITALITY,Germany,English,BACHELOR,BACHELOR,14.6,4,5.8,3000,ON_CAMPUS,1,DATA_SCIENCE,Spain,MASTER,4900,English,BLENDED,10.0,4,5.0,1,4.6,-1900,0,0.8,0,0,0.0,1,0,1,0.4286
MARKETING,Netherlands,English,DIPLOMA,MASTER,10.8,5,7.1,4000,ON_CAMPUS,0,LAW,Poland,BACHELOR,6300,English,ON_CAMPUS,0.0,4,5.0,0,0.0,-2300,1,2.1,0,0,0.0,0,1,0,0.04822347537266525
ARTS,ANY,English,DIPLOMA,BACHELOR,13.5,4,5.3,6000,BLENDED,1,COMPUTER_SCIENCE,Germany,PHD,4200,French,ON_CAMPUS,14.0,5,6.5,0,-0.5,1800,-1,-1.2,1,0,0.0,0,0,0,0.0422359740917325
ARTIFICIAL_INTELLIGENCE,Turkey,English,BACHELOR,PHD,13.9,4,6.5,5000,ON_CAMPUS,0,ARCHITECTURE,Spain,MASTER,2500,French,ON_CAMPUS,13.0,3,6.0,0,0.9,2500,1,0.5,0,0,0.0,0,1,0,0.08212646876514407
OTHER,ANY,English,MASTER,BACHELOR,13.4,4,5.9,10000,BLENDED,0,BUSINESS,Poland,BACHELOR,2700,English,ON_CAMPUS,0.0,4,5.0,1,0.0,7300,0,0.9,1,0,0.0,0,0,0,0.00187583173377108
DATA_SCIENCE,Latvia,German,DIPLOMA,HIGH_SCHOOL,0.0,4,5.9,4000,DISTANCE,0,ARTS,Netherlands,MASTER,7700,English,ON_CAMPUS,12.0,5,6.5,0,0.0,-3700,-1,-0.6,0,0,0.0,0,0,0,0.028421595706139186
OTHER,France,German,MASTER_OF_SCIENCE,MASTER,11.1,5,6.6,6000,DISTANCE,0,ARCHITECTURE,Netherlands,MASTER,7000,German,ON_CAMPUS,11.0,5,5.5,0,0.1,-1000,0,1.1,0,0,0.0,0,0,0,0.03803954446536251
OTHER,ANY,English,PHD,BACHELOR,12.9,4,5.9,6000,BLENDED,1,DESIGN,Italy,CERTIFICATE,3100,English,ON_CAMPUS,0.0,4,6.0,0,0.0,2900,0,-0.1,1,0,0.0,1,0,0,0.7176
ARCHITECTURE,Latvia,French,MASTER,HIGH_SCHOOL,0.0,4,6.3,4000,BLENDED,0,COMMUNICATION,Netherlands,MBA,10400,English,ON_CAMPUS,10.0,4,6.0,0,0.0,-6400,0,0.3,0,0,0.0,0,0,0,0.052245928968263446
BUSINESS,France,ANY,BACHELOR,HIGH_SCHOOL,0.0,3,4.8,7000,ON_CAMPUS,0,ARCHITECTURE,Poland,MASTER,3900,French,BLENDED,10.0,4,5.5,0,0.0,3100,-1,-0.7,0,0,0.0,0,0,0,0.09311624417660055
ARCHITECTURE,Poland,English,MASTER,BACHELOR,14.3,4,6.0,5000,BLENDED,1,ARTIFICIAL_INTELLIGENCE,France,MASTER,8500,English,ON_CAMPUS,13.0,3,7.0,1,1.3,-3500,1,-1.0,0,0,0.0,1,0,1,0.3704
ARTS,Turkey,German,BACHELOR,MASTER,16.1,4,6.2,4000,ON_CAMPUS,0,COMMUNICATION,Poland,BACHELOR,2700,German,ON_CAMPUS,0.0,4,5.0,0,0.0,1300,0,1.2,0,0,0.4,0,1,0,0.029206641276248987
MEDICINE,Spain,German,MASTER_OF_ARTS,BACHELOR,8.8,3,5.4,6000,ON_CAMPUS,1,LAW,France,DIPLOMA,14000,English,BLENDED,0.0,4,5.5,1,0.0,-8000,-1,-0.1,0,0,0.0,1,0,1,0.2895
COMMUNICATION,Poland,English,DIPLOMA,BACHELOR,17.3,4,6.3,7000,ON_CAMPUS,0,LAW,Turkey,DIPLOMA,11400,German,BLENDED,0.0,4,7.0,0,0.0,-4400,0,-0.7,0,0,0.0,1,0,0,0.3332
ARTIFICIAL_INTELLIGENCE,Turkey,English,MASTER,MASTER,15.5,3,5.4,7000,ON_CAMPUS,1,ARTIFICIAL_INTELLIGENCE,Latvia,MASTER,8700,English,ON_CAMPUS,12.0,5,6.0,0,3.5,-1700,-2,-0.6,0,1,1.0,0,1,0,0.0825907701356687
BUSINESS,France,German,DIPLOMA,BACHELOR,13.2,5,7.0,8000,ON_CAMPUS,1,MARKETING,Germany,MASTER,5400,English,BLENDED,11.0,5,5.5,0,2.2,2600,0,1.5,0,0,0.6,1,0,0,0.607
ARTS,Poland,English,BACHELOR,BACHELOR,11.3,3,4.9,7000,BLENDED,1,ARCHITECTURE,Germany,BACHELOR,2500,English,ON_CAMPUS,0.0,3,5.5,0,0.0,4500,0,-0.6,0,0,0.3,0,0,0,0.09765585304090257
ARTIFICIAL_INTELLIGENCE,Netherlands,English,MASTER,BACHELOR,11.9,3,5.6,12000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,France,DIPLOMA,9500,English,BLENDED,0.0,3,7.0,0,0.0,2500,0,-1.4,0,1,1.0,1,0,0,0.6978
ENGINEERING,Italy,English,DIPLOMA,BACHELOR,14.8,4,5.5,10000,BLENDED,1,DATA_SCIENCE,France,PHD,3100,English,ON_CAMPUS,15.0,5,6.0,0,-0.2,6900,-1,-0.5,0,0,0.4,0,0,0,0.09332276293221523
PSYCHOLOGY,Italy,English,PHD,PHD,8.0,5,7.1,7000,ON_CAMPUS,1,HOSPITALITY,Turkey,BACHELOR,2900,French,ON_CAMPUS,0.0,4,6.0,0,0.0,4100,1,1.1,0,0,0.0,0,1,0,0.07077256530716508
